product_name,ingredients_text,serving_size,review,disease_conditions
Candy Corn,"Sugar, corn syrup, confectioner's glaze, salt, dextrose, artificial flavors, gelatin, honey, yellow 6, sesame oil, yellow 5, red 3.",39 g (19 PIECES),"The ingredients in this product are primarily composed of added sugars and artificial preservatives. The high sugar content is a significant concern for individuals with diabetes or those at risk of developing the disease. The presence of yellow 6, yellow 5, and red 3 may also pose a threat to children's health due to potential links to hyperactivity and cancer. Additionally, the use of artificial flavors can be detrimental to overall gut health. On the other hand, honey is a natural sweetener with some antimicrobial properties.","diabetes, obesity, hypertension"
Classic Candy Corn,"Sugar, corn syrup, confectioner's glaze, salt, dextrose, gelatin, sesame oil, artificial flavor, , yellow 6, yellow 5, red 3.","39 g (19 PIECES, PER CONTAINER ABOUT)","This product is a highly processed food with several ingredients that pose potential health threats. The high sugar content from sugar and corn syrup can lead to rapid spikes in blood glucose levels, making it unsuitable for individuals with diabetes or those at risk of developing insulin resistance. The artificial colors yellow 6, yellow 5, and red 3 have been linked to hyperactivity and cancer risks in animal studies. Additionally, the presence of confectioner's glaze may indicate a high content of polycyclic aromatic hydrocarbons (PAHs), which are carcinogenic compounds. This product is also high in sodium from salt, which can be problematic for individuals with hypertension or heart disease.","diabetes, heart disease, obesity"
"St. Michael's, Premium Chicharon, Fried Pork Rinds","Pork rinds, salt, monosodium glutamate.",28 g (1 ONZ),"The combination of pork rinds, salt, and monosodium glutamate in this serving size poses several health concerns. Pork rinds are high in saturated fats, which can increase cholesterol levels and contribute to heart disease. The high sodium content from the salt and monosodium glutamate can lead to hypertension and cardiovascular issues. Additionally, regular consumption of pork rinds has been linked to an increased risk of obesity due to their high calorie and fat content.","heart disease, hypertension, obesity"
"D'Arbo, Fruit Spread, Rose Apricot","Apricots, sugar, fruit pectin, lemon juice concentrate.",21 g (1 Tbsp),,
"D'Arbo, All Natural Fruit Spread, Garden Strawberry","Strawberries, sugar, fruit pectin, lemon juice concentrate.",21 g (1 Tbsp),"This product appears to be a low-calorie jam or preserves made with strawberries and sweetened with sugar. The addition of fruit pectin helps to thicken the mixture. However, the use of lemon juice concentrate may contribute to an acidic pH level, potentially affecting tooth enamel health. Consuming high amounts of sugar can lead to a rapid increase in blood glucose levels, posing a risk for individuals with diabetes. Additionally, excessive sugar intake has been linked to obesity and hypertension. For those with allergies, be aware that strawberries are a common allergen.","diabetes, obesity, hypertension"
Wild Lingonberry Sauce,"Lingonberries, sugar, fruit pectin, lemon juice concentrate.",42 g (2 Tbsp),"This product appears to be a lingonberry jam or preserve. The primary ingredients are lingonberries and sugar, with additional stabilizers like fruit pectin and preservatives in the form of lemon juice concentrate. While lingonberries themselves have antioxidant properties and potential health benefits, the high sugar content may negate these advantages. Consuming high amounts of sugar can lead to a rapid increase in calorie intake, potentially contributing to weight gain, obesity, and related conditions like diabetes and heart disease.","diabetes, heart disease, obesity"
"Darbo, Fruit Syrup, Black Currant","Sugar, black currant juice, concentrated black currant juice, citric acid, natural flavor.",30 ml (2 Tbsp),,
"D'Arbo, Fruit Spread, Marasque Sour Cherry","Sour cherries, sugar, fruit pectin, lemon juice concentrate.",21 g (1 Tbsp),"This product is a mixture of natural ingredients commonly used in jams and preserves. Sour cherries provide antioxidants and anti-inflammatory properties. However, the addition of sugar increases the calorie count and may be detrimental to individuals with diabetes or obesity. Fruit pectin acts as a gelling agent but can cause digestive issues in some people. Lemon juice concentrate adds flavor but is high in acidity, which may exacerbate conditions like heartburn or acid reflux.","diabetes, obesity"
Green Chili Pickle In Oil,"Green chilli (70%), corn oil, salt (11%), mustard (6%), ginger, turmeric, spices, lime juice, acetic acid, preservative, sodium benzoate (e211).",20 g (1 Tbsp),,
Hot Mango Pickle Relish In Oil,"Mango (65%), salt (11%), corn oil, red chilli powder, fenugreek, mustard, turmeric, spices, acetic acid, preservative sodium benzoate (e211).",20 g (1 Tbsp),,
Home Style Green Chilli Pickle In Oil,"Green chilli (70%), corn oil, salt (11%), mustard (6%), ginger, turmeric, spices, lime juice, acetic acid, preservative sodium benzoate (e211).",20 g (1 Tbsp),"This product contains a mix of healthy and unhealthy ingredients. The high amount of green chilli is beneficial for digestive health and may have anti-inflammatory properties. However, the presence of corn oil is a concern as it is high in saturated fats and may increase cholesterol levels. Salt content is also relatively high, which can be problematic for individuals with hypertension or heart disease. Additionally, the preservative sodium benzoate (E211) has been linked to potential health risks such as hyperactivity and allergic reactions.","Diabetes, Hypertension, Heart Disease"
"Shredded Mango Pickle, Mango","Sugar (55%), mango (42%), salt, fennel, cumin, clove, cinnamon, cardamom, cardamon, red chili powder, citric acid.",20 g (1 Tbsp),,
Home Style Gor-Keri Pickle,"Mango (45%), sugar (30%), jaggery (10%), corn oil, salt, fenugreek, red chilli powder, spices, citric acid, preservative sodium benzoate (e211).",20 g (1 Tbsp),,
Pickle In Oil,"Lime (70%), salt (12%), corn oil, fenugreek, red chilli powder, mustard, spices, turmeric, acetic acid, preservative sodium benzoate (e211).",20 g (1 Tbsp),,
Chutney,"Sugar (55%), mangoes (42%), salt, acetic acid, spices, garlic, sodium benzoate (preservative e211).",20 g (1 Tbsp),"This product contains a high amount of added sugar (55%) which can lead to an increased risk of obesity, diabetes, and heart disease. The presence of sodium benzoate as a preservative may also be a concern for individuals with digestive issues or those who are sensitive to artificial additives. Additionally, the serving size is relatively small at 20g (1 Tbsp), but the high sugar content may still pose health risks even in this amount. For individuals with diabetes, consuming such a high amount of added sugars can cause a spike in blood sugar levels. Those with heart disease or hypertension should also be cautious due to the high sodium content.","obesity, diabetes, heart disease, hypertension"
Indian Gourmet Dry Dates,"Dry dates, potassium metabisulfite (preservative)",50 g (1.75 ONZ),"This product contains dry dates as the primary ingredient, which are a good source of fiber, antioxidants, and minerals like potassium. However, the addition of potassium metabisulfite as a preservative raises concerns. Potassium metabisulfite has been linked to potential health threats such as headaches, digestive issues, and allergic reactions in some individuals. Furthermore, excessive consumption of sulfites can lead to an increased risk of cardiovascular disease and hypertension due to their ability to increase blood pressure and heart rate. The serving size of 50g (1.75 oz) is relatively small, but frequent or long-term consumption may still pose health risks.","diabetes, heart disease, obesity"
