product_name,ingredients_text,serving_size,review,disease_conditions
"Thyme + Season, Mediterranean Hummus Kit","Garbanzo beans, sesame seeds*, granulated garlic*, sea salt, natural lemon flavor, herbs and spices*.",25 g (1.5 Tbsp),,
Whole Jalapeno Peppers,"Jalapeno peppers, water, vinegar, carrots, salt, onions, canola oil, sugar, spices and garlic.",30 g (2 PIECES),,
"Maiz Morado, Purple Hominy","Indian (purple) corn prepared with, water, salt, citric acid and hydrated lime to enhance flavor.",125 g (0.5 cup),,
Sniffle Free Tea,"Holy basil, spearmint, peppermint, indian sarsaparilla, licorice, ginger, marshmallow flower, cinnamon, malabar nut, hyssop, long pepper (pippali), turmeric.",34 g (1 BAG),,
Popcorn,"Popcorn, canola, oil, vinegar powder (ip maltodextrin, white distilled vinegar), spice, evaporated cane sugar, chili powder, garlic powder, salt.",28 g (2.25 CUPS | ABOUT),"This snack is a mixed bag of healthy and unhealthy ingredients. Popcorn is a whole grain and can be a good source of fiber, but it's often high in calories and added sugars. Canola oil is a relatively healthy fat, but excessive consumption can lead to weight gain and increased risk of heart disease. The vinegar powder contains maltodextrin, which is a highly processed ingredient that may cause digestive issues in some individuals. Evaporated cane sugar adds empty calories and contributes to the high glycemic index of this snack. Chili powder and garlic powder are generally healthy additions, but excessive consumption can lead to stomach upset. Salt is essential for flavor, but excessive intake can increase blood pressure.","diabetes, obesity, hypertension"
"Rocky Mountain Popcorn, Popcorn Balls","Sugar, popcorn, dextrose, salt, and soy lecithin.",28 g (1 ONZ),"This snack is high in empty calories and added sugars. The combination of sugar, dextrose, and soy lecithin can lead to a rapid spike in blood sugar levels, potentially threatening individuals with diabetes or those at risk for developing insulin resistance. The high sodium content from salt may also be problematic for people with hypertension or heart disease. Furthermore, the presence of soy lecithin may cause allergic reactions in some individuals.","Diabetes, Hypertension, Heart Disease, Allergies"
"Rocky Mountain Popcorn, Taste Huge, Kettle","Popcorn, sugar, dextrose, salt, soy lecithin.",28 g (2 cup),"This snack is high in empty calories and added sugars. The combination of sugar and dextrose increases the glycemic index, potentially causing a spike in blood sugar levels. Soy lecithin may be beneficial for cholesterol reduction, but its effects are still being researched. However, popcorn itself is a whole grain that can provide fiber and antioxidants when prepared without added ingredients. Salt is essential for flavor but excessive consumption can lead to hypertension.","Diabetes, Obesity"
"Taste Huge, Popcorn, Butter","Popcorn, butter flavored corn oil (corn oil, beta carotene [added for color], natural butter flavor), salt.",28 g (2 cup),,
Blue Corn Popcorn,"Blue popcorn, high oleic sunflower oil, sea salt.",28 g (3 cup),,
"Sinfully Thin, Popcorn, Smoky Red","Red popcorn, high oleic sunflower oil, alderwood smoked sea salt.",28 g (3 cup),,
"Mcsteven's, Holidat Blend Chai Tea, Creamy","Sugar, canola oil, corn syrup solids, whey (milk), tea, natural & artificial flavors, tri-calcium phosphate.",32 g (1.125 ONZ),"This product contains a combination of ingredients that are high in added sugars and unhealthy fats. The presence of sugar and corn syrup solids is a concern as excessive consumption can lead to an increased risk of obesity, diabetes, and heart disease. Canola oil, while generally considered healthy, may be highly processed and contain potential allergens like soy or rapeseed. Whey (milk) may pose risks for individuals with lactose intolerance or milk allergies. Tea is a beneficial ingredient, but its effects are likely outweighed by the negative impacts of other ingredients. Tri-calcium phosphate is an additive that can be detrimental to bone health in excessive amounts.","obesity, diabetes, heart disease"
"Mcsteven's, Bloody Massacre Red Party Punch Beverage Mixes","Sugar, maltodextrin, natural and artificial flavor, citric acid, beet powder, tricalcium phosphate, beta carotene, fd & c red # 40.",28 g (1 ONZ),,
Tostadas,"Corn, corn oil or coconut oil, water, salt, lime.",12.7 g (12.7 g),"This food item appears to be a simple and relatively healthy mixture of corn, oil, and seasonings. The primary ingredients are mostly composed of water and corn, which is a good source of carbohydrates and fiber. However, the use of corn oil or coconut oil may increase the calorie and saturated fat content of this dish.","Potential risk for individuals with diabetes due to high carbohydrate content, Risk of increased triglycerides and LDL cholesterol levels in people with heart disease, Possible exacerbation of obesity due to high calorie and fat content, Possibility of increased blood pressure in individuals with hypertension due to high sodium content, No known allergens present, but may cause digestive issues in some individuals"
Tostada Casera,"Corn, corn oil or coconut oil or vegetable oil, water, lime.",14.7 g (14.7 g),"This food appears to be a type of tortilla chip or snack made from corn and oil. The serving size is relatively small at 14.7g. While this may seem like a healthy option due to the presence of water, lime, and potentially coconut oil or vegetable oil, which are healthier alternatives to corn oil, there are some potential concerns.","High glycemic index for people with diabetes, Potential cardiovascular risks from high fat content for those with heart disease"
Taco Shells,"Corn, corn oil, coconut oil, or vegetable or, water, salt, lime.",26 g (26 g),"This serving size of corn is a good source of fiber and vitamins. However, the addition of corn oil and coconut oil increases the calorie content and saturated fat levels. Corn can be high on the glycemic index, which may not be suitable for individuals with diabetes or those who are trying to manage their blood sugar levels. The sodium content from salt may also be a concern for people with hypertension. On the other hand, corn is rich in antioxidants and has anti-inflammatory properties.","Diabetes, Hypertension"
Roasted & Unsalted Peanuts,"Peanuts, vegetable oil (peanut and/or sunflower seed).",28 g (1 oz),"The serving of peanuts with a blend of peanut and/or sunflower seed oil is a mix of healthy fats and protein-rich snack. Peanuts are rich in monounsaturated fats, which can help lower LDL cholesterol levels and reduce the risk of heart disease. They also contain essential vitamins like vitamin E and magnesium. However, they are high in calories and fat content, making them a potential contributor to weight gain if consumed excessively.","Heart disease, Obesity"
"Luker, Azucar Morena","Brown sugar, cocoa mass, emulsifier (soy lecithin) and artificial vanilla flavor.",25 g (1 PIECE),"This product contains a mixture of ingredients that may pose health risks. Brown sugar is high in empty calories and added sugars, which can contribute to weight gain, insulin resistance, and increased risk of chronic diseases like diabetes and heart disease. Cocoa mass has some potential health benefits due to its flavonoid content, but it is often processed with unhealthy additives. Emulsifier (soy lecithin) may cause allergic reactions in individuals with soy allergies or intolerance. Artificial vanilla flavor is a highly processed ingredient that can be detrimental to overall health.","Diabetes, Heart Disease"
Applewood Double Smoked Bacon,"Cured with: water, salt, natural applewood smoke flavoring, sugar, sodium phosphate, sodium erythorbate, sodium nitrite.",12 g (1 COOKED SLICE),"This cured meat product contains a combination of preservatives and added sugars. The presence of sodium nitrite may increase the risk of colorectal cancer and other health issues due to its potential to combine with amino acids in the body to form carcinogenic compounds. Additionally, the high sodium content can be problematic for individuals with hypertension or heart disease. People with diabetes should also be cautious as the added sugars can raise blood sugar levels.","colorectal cancer, hypertension, heart disease, diabetes"
